file,result,phase,errors_number,warnings_number,errors_messages,warnings_messages
/home/app/input/8bdd5a59-ec5e-44ff-8da5-2608f6599396/D5906457_077.nc,FILE-REJECTED,FILE-NAME-CHECK,3,0,"
    
DATA_CENTRE[1]: 'AO': Invalid for DAC 'BODC'

    
DATA_CENTRE[2]: 'AO': Invalid for DAC 'BODC'

    
DATA_CENTRE[3]: 'AO': Invalid for DAC 'BODC'

  ",
